Country/Region,2020-03-31,2020-03-30,2020-03-29,2020-03-28,2020-03-27,2020-03-26,2020-03-25,2020-03-24,2020-03-23,2020-03-22,2020-03-21,2020-03-20,2020-03-19,2020-03-18,2020-03-17,2020-03-16,2020-03-15,2020-03-14,2020-03-13,2020-03-12,2020-03-11,2020-03-10,2020-03-09,2020-03-08,2020-03-07,2020-03-06,2020-03-05,2020-03-04,2020-03-03,2020-03-02,2020-03-01,2020-02-29,2020-02-28,2020-02-27,2020-02-26,2020-02-25,2020-02-24,2020-02-23,2020-02-22,2020-02-21,2020-02-20,2020-02-19,2020-02-18,2020-02-17,2020-02-16,2020-02-15,2020-02-14,2020-02-13,2020-02-12,2020-02-11,2020-02-10,2020-02-09,2020-02-08,2020-02-07,2020-02-06,2020-02-05,2020-02-04,2020-02-03,2020-02-02,2020-02-01,2020-01-31,2020-01-30,2020-01-29,2020-01-28,2020-01-27,2020-01-26,2020-01-25,2020-01-24,2020-01-23,2020-01-22
Belgium,12775,11899,10836,9134,7284,6235,4937,4269,3743,3401,2815,2257,1795,1486,1243,1058,886,689,559,314,314,267,239,200,169,109,50,23,13,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,12667,11817,10930,9819,8647,7468,6438,5580,4764,4217,3640,3003,2467,2058,1711,1416,1138,962,806,503,503,382,321,265,188,128,82,38,24,18,10,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,10180,9618,8788,8271,7657,6909,5588,5283,4474,3582,2814,2388,2013,1646,1332,1018,860,655,504,302,246,182,131,104,79,55,41,29,21,18,14,9,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, South",9786,9661,9583,9478,9332,9241,9137,9037,8961,8961,8799,8652,8565,8413,8320,8236,8162,8086,7979,7869,7755,7513,7478,7314,7041,6593,6088,5621,5186,4335,3736,3150,2337,1766,1261,977,833,602,433,204,104,31,31,30,29,28,28,28,28,28,27,25,24,24,23,19,16,15,15,12,11,4,4,4,4,3,2,2,1,1
Canada,8527,7398,6280,5576,4682,4042,3251,2790,2088,1469,1277,943,800,657,478,415,252,198,193,117,108,79,77,64,54,49,37,33,30,27,24,20,14,13,11,11,10,9,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,7,5,5,4,4,4,4,4,2,2,2,1,1,0,0,0,0
Portugal,7443,6408,5962,5170,4268,3544,2995,2362,2060,1600,1280,1020,785,448,448,331,245,169,112,59,59,41,30,30,20,13,8,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,5717,4579,4256,3904,3417,2985,2554,2247,1924,1546,1021,793,621,372,321,200,162,151,151,52,38,31,25,20,13,13,4,4,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,5358,4695,4247,3619,3035,2693,2369,1238,1071,883,712,529,427,304,250,218,213,155,126,100,79,75,61,61,43,37,20,15,12,10,10,7,4,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,4641,4445,4284,4015,3755,3369,3084,2863,2621,2385,2118,1914,1746,1550,1463,1333,1221,1090,996,702,598,400,205,176,147,108,87,56,32,25,19,15,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,4559,4361,3984,3640,3143,2810,2364,2044,1682,1549,1071,791,681,568,452,377,297,250,200,128,128,107,91,76,63,60,55,52,39,30,27,25,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,13,13,12,12,12,9,9,6,5,5,4,0,0,0,0
Sweden,4435,4028,3700,3447,3069,2840,2526,2286,2046,1934,1763,1639,1439,1279,1190,1103,1022,961,814,599,500,355,248,203,161,101,94,35,21,15,14,12,7,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Czechia,3308,3001,2817,2631,2279,1925,1654,1394,1236,1120,995,833,694,464,396,298,253,189,141,94,91,41,31,31,19,18,12,8,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,3235,2910,2615,2415,2121,1819,1564,1329,1125,906,785,683,557,292,223,169,129,129,90,43,43,34,21,19,18,18,6,6,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,3039,2755,2564,2366,2200,2023,1862,1718,1572,1514,1420,1337,1225,1116,1025,933,875,836,804,617,444,264,92,37,24,24,11,11,6,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaysia,2766,2626,2470,2320,2161,2031,1796,1624,1518,1306,1183,1030,900,790,673,566,428,238,197,149,149,129,117,99,93,83,50,50,36,29,29,25,23,23,22,22,22,22,22,22,22,22,22,22,22,22,19,19,18,18,18,16,16,12,12,12,10,8,8,8,8,8,7,4,4,4,3,0,0,0
Chile,2738,2449,2139,1909,1610,1306,1142,922,746,632,537,434,238,238,201,155,74,61,43,23,23,13,8,8,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russia,2337,1836,1534,1264,1036,840,658,495,438,367,306,253,199,147,114,90,63,59,45,28,20,20,17,17,13,13,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
Poland,2311,2055,1862,1638,1389,1221,1051,901,749,634,536,425,355,251,238,177,119,103,68,49,31,22,16,11,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2245,2109,1815,1452,1292,1029,906,794,576,433,367,308,277,260,184,158,131,123,89,49,45,25,15,15,9,9,6,4,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,2240,1962,1924,1823,1595,1403,1173,1082,981,789,506,367,199,111,58,37,28,28,17,17,17,15,15,14,13,13,13,10,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
