OBJECTID,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active
96,Kazakhstan,2020-04-01 15:40,48.0196,66.9237,369,3,24,342
97,Kenya,2020-04-01 15:40,-0.0236,37.9062,59,1,1,57
98,"Korea, South",2020-04-01 15:40,35.907757,127.766922,9887,165,5567,4155
99,Kosovo,2020-04-01 15:40,42.602636,20.902977,112,1,6,105
100,Kuwait,2020-04-01 15:40,29.31166,47.481766,289,0,73,216
101,Kyrgyzstan,2020-04-01 15:40,41.20438,74.766098,107,0,3,104
102,Laos,2020-04-01 15:40,19.85627,102.495496,9,0,0,9
103,Latvia,2020-04-01 15:40,56.8796,24.6032,398,0,1,397
104,Lebanon,2020-04-01 15:40,33.8547,35.8623,463,12,37,414
105,Liberia,2020-04-01 15:40,6.428055,-9.429499,3,0,0,3
106,Libya,2020-04-01 15:40,26.3351,17.228331,10,0,1,9
107,Liechtenstein,2020-04-01 15:40,47.14,9.55,68,0,0,68
108,Lithuania,2020-04-01 15:40,55.1694,23.8813,581,8,7,566
109,Luxembourg,2020-04-01 15:40,49.8153,6.1296,2178,23,80,2075
110,MS Zaandam,2020-04-01 15:40,0.0,0.0,2,0,0,2
111,Madagascar,2020-04-01 15:40,-18.766947,46.869107,57,0,0,57
112,Malaysia,2020-04-01 15:40,4.210484,101.975766,2766,43,537,2186
113,Maldives,2020-04-01 15:40,3.2028,73.2207,18,0,13,5
114,Mali,2020-04-01 15:40,17.570692,-3.996166,28,2,0,26
115,Malta,2020-04-01 15:40,35.9375,14.3754,169,0,2,167
116,Mauritania,2020-04-01 15:40,21.0079,-10.9408,6,1,2,3
117,Mauritius,2020-04-01 15:40,-20.348404,57.552152,143,5,0,138
118,Mexico,2020-04-01 15:40,23.6345,-102.5528,1215,29,35,1151
119,Moldova,2020-04-01 15:40,47.4116,28.3699,353,4,18,331
120,Monaco,2020-04-01 15:40,43.7333,7.4167,52,1,2,49
121,Mongolia,2020-04-01 15:40,46.8625,103.8467,14,0,2,12
122,Montenegro,2020-04-01 15:40,42.708678,19.37439,109,2,0,107
123,Morocco,2020-04-01 15:40,31.7917,-7.0926,617,36,24,557
124,Mozambique,2020-04-01 15:40,-18.665695,35.529562,8,0,0,8
125,Namibia,2020-04-01 15:40,-22.9576,18.4904,11,0,2,9
126,Nepal,2020-04-01 15:40,28.1667,84.25,5,0,1,4
127,New Zealand,2020-04-01 15:40,-40.9006,174.886,708,1,83,624
128,Nicaragua,2020-04-01 15:40,12.865416,-85.207229,5,1,0,4
129,Niger,2020-04-01 15:40,17.607789,8.081666,34,3,0,31
130,Nigeria,2020-04-01 15:40,9.082,8.6753,139,2,9,128
131,North Macedonia,2020-04-01 15:40,41.6086,21.7453,329,9,12,308
132,Oman,2020-04-01 15:40,21.512583,55.923255,192,1,34,157
133,Pakistan,2020-04-01 15:40,30.3753,69.3451,2042,26,82,1934
134,Panama,2020-04-01 15:40,8.538,-80.7821,1181,30,9,1142
135,Papua New Guinea,2020-04-01 15:40,-6.314993,143.95555,1,0,0,1
136,Paraguay,2020-04-01 15:40,-23.4425,-58.4438,65,3,1,61
137,Peru,2020-04-01 15:40,-9.19,-75.0152,1065,30,394,641
138,Philippines,2020-04-01 15:40,12.879721,121.774017,2084,88,49,1947
139,Poland,2020-04-01 15:40,51.9194,19.1451,2311,33,7,2271
140,Portugal,2020-04-01 15:40,39.3999,-8.2245,7443,160,43,7240
141,Qatar,2020-04-01 15:40,25.3548,51.1839,781,2,62,717
142,Romania,2020-04-01 15:40,45.9432,24.9668,2245,82,220,1943
143,Rwanda,2020-04-01 15:40,-1.9403,29.8739,75,0,0,75
144,Saint Kitts and Nevis,2020-04-01 15:40,17.357822,-62.782998,8,0,0,8
145,Saint Lucia,2020-04-01 15:40,13.9094,-60.9789,13,0,1,12
146,Saint Vincent and the Grenadines,2020-04-01 15:40,12.9843,-61.2872,1,0,1,0
147,San Marino,2020-04-01 15:40,43.9424,12.4578,236,26,13,197
148,Saudi Arabia,2020-04-01 15:40,23.885942,45.079162,1563,10,165,1388
149,Senegal,2020-04-01 15:40,14.4974,-14.4524,175,0,40,135
150,Serbia,2020-04-01 15:40,44.0165,21.0059,900,16,0,884
151,Seychelles,2020-04-01 15:40,-4.6796,55.492,10,0,0,10
152,Sierra Leone,2020-04-01 15:40,8.460555,-11.779889,1,0,0,1
153,Singapore,2020-04-01 15:40,1.2833,103.8333,926,3,240,683
154,Slovakia,2020-04-01 15:40,48.669,19.699,363,0,3,360
155,Slovenia,2020-04-01 15:40,46.1512,14.9955,802,15,10,777
156,Somalia,2020-04-01 15:40,5.152149,46.199616,5,0,1,4
157,South Africa,2020-04-01 15:40,-30.5595,22.9375,1353,5,31,1317
158,Spain,2020-04-01 15:40,40.463667,-3.74922,95923,8464,19259,68200
159,Sri Lanka,2020-04-01 15:40,7.873054,80.771797,143,2,17,124
160,Sudan,2020-04-01 15:40,12.8628,30.2176,7,2,1,4
161,Suriname,2020-04-01 15:40,3.9193,-56.0278,10,0,0,10
162,Syria,2020-04-01 15:40,34.802075,38.996815,10,2,0,8
163,Taiwan*,2020-03-31 16:26,23.7,121.0,322,5,39,278
164,Tanzania,2020-04-01 15:40,-6.369028,34.888822,19,1,1,17
165,Thailand,2020-04-01 15:40,15.870032,100.992541,1771,12,342,1417
166,Timor-Leste,2020-04-01 15:40,-8.874217,125.727539,1,0,0,1
167,Togo,2020-04-01 15:40,8.6195,0.8248,34,1,10,23
168,Trinidad and Tobago,2020-04-01 15:40,10.6918,-61.2225,89,4,1,84
169,Tunisia,2020-04-01 15:40,33.886917,9.537499,394,10,3,381
170,Turkey,2020-04-01 15:40,38.9637,35.2433,13531,214,243,13074
171,Uganda,2020-04-01 15:40,1.373333,32.290275,44,0,0,44
172,Ukraine,2020-04-01 15:40,48.3794,31.1656,645,17,10,618
173,United Arab Emirates,2020-04-01 15:40,23.424076,53.847818,664,6,61,597
174,Uruguay,2020-04-01 15:40,-32.5228,-55.7658,338,1,41,296
175,Uzbekistan,2020-04-01 15:40,41.377491,64.585262,173,2,8,163
176,Venezuela,2020-04-01 15:40,6.4238,-66.5897,143,3,41,99
177,Vietnam,2020-04-01 15:40,14.058324,108.277199,212,0,58,154
178,West Bank and Gaza,2020-04-01 15:40,31.9522,35.2332,119,1,18,100
179,Zambia,2020-04-01 15:40,-13.133897,27.849332,36,0,0,36
180,Zimbabwe,2020-04-01 15:40,-19.015438,29.154857,8,1,0,7
